date,name,matched_stories,all_candidate_stories,pct_of_all_candidate_stories,query
7/14/2019,John Delaney,96,1802,0.05327414,"(""John Delaney"")"
7/21/2019,John Delaney,37,1414,0.026166902,"(""John Delaney"")"
7/28/2019,John Delaney,475,3210,0.147975078,"(""John Delaney"")"
8/4/2019,John Delaney,68,1937,0.035105834,"(""John Delaney"")"
8/11/2019,John Delaney,54,1513,0.035690681,"(""John Delaney"")"
8/18/2019,John Delaney,58,1451,0.039972433,"(""John Delaney"")"
8/25/2019,John Delaney,35,950,0.036842105,"(""John Delaney"")"
9/1/2019,John Delaney,25,1309,0.019098549,"(""John Delaney"")"
9/8/2019,John Delaney,62,1957,0.031681145,"(""John Delaney"")"
9/15/2019,John Delaney,35,2071,0.016900048,"(""John Delaney"")"
9/22/2019,John Delaney,22,3682,0.005975014,"(""John Delaney"")"
9/29/2019,John Delaney,13,3355,0.003874814,"(""John Delaney"")"
10/6/2019,John Delaney,9,2459,0.003660024,"(""John Delaney"")"
10/13/2019,John Delaney,34,2788,0.012195122,"(""John Delaney"")"
10/20/2019,John Delaney,23,1994,0.011534604,"(""John Delaney"")"
12/30/2018,John Hickenlooper,10,806,0.012406948,"(""John Hickenlooper"")"
1/6/2019,John Hickenlooper,10,915,0.010928962,"(""John Hickenlooper"")"
1/13/2019,John Hickenlooper,9,1052,0.008555133,"(""John Hickenlooper"")"
1/20/2019,John Hickenlooper,15,1024,0.014648438,"(""John Hickenlooper"")"
1/27/2019,John Hickenlooper,28,1605,0.017445483,"(""John Hickenlooper"")"
2/3/2019,John Hickenlooper,30,1428,0.021008403,"(""John Hickenlooper"")"
2/10/2019,John Hickenlooper,26,1612,0.016129032,"(""John Hickenlooper"")"
2/17/2019,John Hickenlooper,17,1406,0.012091038,"(""John Hickenlooper"")"
2/24/2019,John Hickenlooper,33,1286,0.025660964,"(""John Hickenlooper"")"
3/3/2019,John Hickenlooper,178,1485,0.11986532,"(""John Hickenlooper"")"
3/10/2019,John Hickenlooper,80,1810,0.044198895,"(""John Hickenlooper"")"
3/17/2019,John Hickenlooper,95,1591,0.059710874,"(""John Hickenlooper"")"
3/24/2019,John Hickenlooper,57,1166,0.048885077,"(""John Hickenlooper"")"
3/31/2019,John Hickenlooper,53,1714,0.03092182,"(""John Hickenlooper"")"
4/7/2019,John Hickenlooper,47,1600,0.029375,"(""John Hickenlooper"")"
4/14/2019,John Hickenlooper,55,1936,0.028409091,"(""John Hickenlooper"")"
4/21/2019,John Hickenlooper,63,2320,0.027155172,"(""John Hickenlooper"")"
4/28/2019,John Hickenlooper,87,1834,0.047437296,"(""John Hickenlooper"")"
5/5/2019,John Hickenlooper,30,1577,0.019023462,"(""John Hickenlooper"")"
5/12/2019,John Hickenlooper,64,1952,0.032786885,"(""John Hickenlooper"")"
5/19/2019,John Hickenlooper,55,1580,0.034810127,"(""John Hickenlooper"")"
5/26/2019,John Hickenlooper,61,1474,0.041383989,"(""John Hickenlooper"")"
6/2/2019,John Hickenlooper,88,1652,0.053268765,"(""John Hickenlooper"")"
6/9/2019,John Hickenlooper,143,2049,0.069790142,"(""John Hickenlooper"")"
6/16/2019,John Hickenlooper,77,1882,0.040913921,"(""John Hickenlooper"")"
6/23/2019,John Hickenlooper,299,3561,0.083965178,"(""John Hickenlooper"")"
6/30/2019,John Hickenlooper,63,1672,0.037679426,"(""John Hickenlooper"")"
7/7/2019,John Hickenlooper,61,1880,0.032446809,"(""John Hickenlooper"")"
7/14/2019,John Hickenlooper,120,1802,0.066592675,"(""John Hickenlooper"")"
7/21/2019,John Hickenlooper,46,1414,0.032531825,"(""John Hickenlooper"")"
7/28/2019,John Hickenlooper,336,3210,0.104672897,"(""John Hickenlooper"")"
8/4/2019,John Hickenlooper,71,1937,0.036654621,"(""John Hickenlooper"")"
8/11/2019,John Hickenlooper,137,1513,0.090548579,"(""John Hickenlooper"")"
12/30/2018,Julian Castro,47,806,0.058312655,"(""Julian Castro"" OR ""Julián Castro"")"
1/6/2019,Julian Castro,118,915,0.128961749,"(""Julian Castro"" OR ""Julián Castro"")"
1/13/2019,Julian Castro,159,1052,0.151140684,"(""Julian Castro"" OR ""Julián Castro"")"
1/20/2019,Julian Castro,86,1024,0.083984375,"(""Julian Castro"" OR ""Julián Castro"")"
1/27/2019,Julian Castro,207,1605,0.128971963,"(""Julian Castro"" OR ""Julián Castro"")"
2/3/2019,Julian Castro,82,1428,0.057422969,"(""Julian Castro"" OR ""Julián Castro"")"
2/10/2019,Julian Castro,70,1612,0.043424318,"(""Julian Castro"" OR ""Julián Castro"")"
2/17/2019,Julian Castro,66,1406,0.046941679,"(""Julian Castro"" OR ""Julián Castro"")"
2/24/2019,Julian Castro,82,1286,0.063763608,"(""Julian Castro"" OR ""Julián Castro"")"
3/3/2019,Julian Castro,72,1485,0.048484848,"(""Julian Castro"" OR ""Julián Castro"")"
3/10/2019,Julian Castro,106,1810,0.058563536,"(""Julian Castro"" OR ""Julián Castro"")"
3/17/2019,Julian Castro,104,1591,0.065367693,"(""Julian Castro"" OR ""Julián Castro"")"
3/24/2019,Julian Castro,75,1166,0.06432247,"(""Julian Castro"" OR ""Julián Castro"")"
3/31/2019,Julian Castro,126,1714,0.073512252,"(""Julian Castro"" OR ""Julián Castro"")"
4/7/2019,Julian Castro,123,1600,0.076875,"(""Julian Castro"" OR ""Julián Castro"")"
4/14/2019,Julian Castro,106,1936,0.054752066,"(""Julian Castro"" OR ""Julián Castro"")"
4/21/2019,Julian Castro,156,2320,0.067241379,"(""Julian Castro"" OR ""Julián Castro"")"
4/28/2019,Julian Castro,89,1834,0.048527808,"(""Julian Castro"" OR ""Julián Castro"")"
5/5/2019,Julian Castro,59,1577,0.037412809,"(""Julian Castro"" OR ""Julián Castro"")"
5/12/2019,Julian Castro,86,1952,0.044057377,"(""Julian Castro"" OR ""Julián Castro"")"
5/19/2019,Julian Castro,86,1580,0.05443038,"(""Julian Castro"" OR ""Julián Castro"")"
5/26/2019,Julian Castro,101,1474,0.068521031,"(""Julian Castro"" OR ""Julián Castro"")"
6/2/2019,Julian Castro,91,1652,0.055084746,"(""Julian Castro"" OR ""Julián Castro"")"
6/9/2019,Julian Castro,186,2049,0.090775988,"(""Julian Castro"" OR ""Julián Castro"")"
6/16/2019,Julian Castro,127,1882,0.067481403,"(""Julian Castro"" OR ""Julián Castro"")"
6/23/2019,Julian Castro,716,3561,0.201067116,"(""Julian Castro"" OR ""Julián Castro"")"
6/30/2019,Julian Castro,250,1672,0.149521531,"(""Julian Castro"" OR ""Julián Castro"")"
7/7/2019,Julian Castro,142,1880,0.075531915,"(""Julian Castro"" OR ""Julián Castro"")"
7/14/2019,Julian Castro,180,1802,0.099889012,"(""Julian Castro"" OR ""Julián Castro"")"
7/21/2019,Julian Castro,97,1414,0.068599717,"(""Julian Castro"" OR ""Julián Castro"")"
7/28/2019,Julian Castro,460,3210,0.143302181,"(""Julian Castro"" OR ""Julián Castro"")"
8/4/2019,Julian Castro,199,1937,0.10273619,"(""Julian Castro"" OR ""Julián Castro"")"
8/11/2019,Julian Castro,117,1513,0.077329808,"(""Julian Castro"" OR ""Julián Castro"")"
8/18/2019,Julian Castro,126,1451,0.086836664,"(""Julian Castro"" OR ""Julián Castro"")"
8/25/2019,Julian Castro,109,950,0.114736842,"(""Julian Castro"" OR ""Julián Castro"")"
9/1/2019,Julian Castro,179,1309,0.136745607,"(""Julian Castro"" OR ""Julián Castro"")"
9/8/2019,Julian Castro,457,1957,0.233520695,"(""Julian Castro"" OR ""Julián Castro"")"
9/15/2019,Julian Castro,252,2071,0.121680348,"(""Julian Castro"" OR ""Julián Castro"")"
9/22/2019,Julian Castro,109,3682,0.029603476,"(""Julian Castro"" OR ""Julián Castro"")"
9/29/2019,Julian Castro,80,3355,0.023845007,"(""Julian Castro"" OR ""Julián Castro"")"
10/6/2019,Julian Castro,52,2459,0.021146808,"(""Julian Castro"" OR ""Julián Castro"")"
10/13/2019,Julian Castro,88,2788,0.031563845,"(""Julian Castro"" OR ""Julián Castro"")"
10/20/2019,Julian Castro,38,1994,0.019057172,"(""Julian Castro"" OR ""Julián Castro"")"
12/30/2018,Kamala Harris,138,806,0.171215881,"(""Kamala Harris"")"
1/6/2019,Kamala Harris,236,915,0.257923497,"(""Kamala Harris"")"
1/13/2019,Kamala Harris,220,1052,0.209125475,"(""Kamala Harris"")"
1/20/2019,Kamala Harris,422,1024,0.412109375,"(""Kamala Harris"")"
1/27/2019,Kamala Harris,808,1605,0.503426791,"(""Kamala Harris"")"
2/3/2019,Kamala Harris,454,1428,0.317927171,"(""Kamala Harris"")"
2/10/2019,Kamala Harris,481,1612,0.298387097,"(""Kamala Harris"")"
2/17/2019,Kamala Harris,507,1406,0.36059744,"(""Kamala Harris"")"
2/24/2019,Kamala Harris,395,1286,0.307153966,"(""Kamala Harris"")"
3/3/2019,Kamala Harris,386,1485,0.25993266,"(""Kamala Harris"")"
3/10/2019,Kamala Harris,353,1810,0.195027624,"(""Kamala Harris"")"
3/17/2019,Kamala Harris,387,1591,0.243243243,"(""Kamala Harris"")"
3/24/2019,Kamala Harris,332,1166,0.284734134,"(""Kamala Harris"")"
3/31/2019,Kamala Harris,305,1714,0.177946324,"(""Kamala Harris"")"
4/7/2019,Kamala Harris,348,1600,0.2175,"(""Kamala Harris"")"
4/14/2019,Kamala Harris,438,1936,0.226239669,"(""Kamala Harris"")"
4/21/2019,Kamala Harris,539,2320,0.232327586,"(""Kamala Harris"")"
4/28/2019,Kamala Harris,418,1834,0.227917121,"(""Kamala Harris"")"
5/5/2019,Kamala Harris,313,1577,0.198478123,"(""Kamala Harris"")"
5/12/2019,Kamala Harris,464,1952,0.237704918,"(""Kamala Harris"")"
5/19/2019,Kamala Harris,271,1580,0.171518987,"(""Kamala Harris"")"
5/26/2019,Kamala Harris,359,1474,0.243554953,"(""Kamala Harris"")"
6/2/2019,Kamala Harris,340,1652,0.205811138,"(""Kamala Harris"")"
6/9/2019,Kamala Harris,461,2049,0.224987799,"(""Kamala Harris"")"
6/16/2019,Kamala Harris,400,1882,0.212539851,"(""Kamala Harris"")"
6/23/2019,Kamala Harris,1173,3561,0.329401853,"(""Kamala Harris"")"
6/30/2019,Kamala Harris,757,1672,0.452751196,"(""Kamala Harris"")"
7/7/2019,Kamala Harris,571,1880,0.303723404,"(""Kamala Harris"")"
7/14/2019,Kamala Harris,567,1802,0.314650388,"(""Kamala Harris"")"
7/21/2019,Kamala Harris,424,1414,0.299858557,"(""Kamala Harris"")"
7/28/2019,Kamala Harris,1108,3210,0.34517134,"(""Kamala Harris"")"
8/4/2019,Kamala Harris,377,1937,0.194630872,"(""Kamala Harris"")"
8/11/2019,Kamala Harris,358,1513,0.236615995,"(""Kamala Harris"")"
8/18/2019,Kamala Harris,283,1451,0.195037905,"(""Kamala Harris"")"
8/25/2019,Kamala Harris,234,950,0.246315789,"(""Kamala Harris"")"
9/1/2019,Kamala Harris,333,1309,0.254392666,"(""Kamala Harris"")"
9/8/2019,Kamala Harris,627,1957,0.32038835,"(""Kamala Harris"")"
9/15/2019,Kamala Harris,459,2071,0.221632062,"(""Kamala Harris"")"
9/22/2019,Kamala Harris,257,3682,0.069799022,"(""Kamala Harris"")"
9/29/2019,Kamala Harris,370,3355,0.110283159,"(""Kamala Harris"")"
10/6/2019,Kamala Harris,271,2459,0.110207401,"(""Kamala Harris"")"
10/13/2019,Kamala Harris,435,2788,0.156025825,"(""Kamala Harris"")"
10/20/2019,Kamala Harris,250,1994,0.125376128,"(""Kamala Harris"")"
12/30/2018,Kirsten Gillibrand,63,806,0.078163772,"(""Kirsten Gillibrand"")"
1/6/2019,Kirsten Gillibrand,68,915,0.07431694,"(""Kirsten Gillibrand"")"
1/13/2019,Kirsten Gillibrand,258,1052,0.245247148,"(""Kirsten Gillibrand"")"
1/20/2019,Kirsten Gillibrand,238,1024,0.232421875,"(""Kirsten Gillibrand"")"
1/27/2019,Kirsten Gillibrand,304,1605,0.1894081,"(""Kirsten Gillibrand"")"
2/3/2019,Kirsten Gillibrand,301,1428,0.210784314,"(""Kirsten Gillibrand"")"
2/10/2019,Kirsten Gillibrand,280,1612,0.17369727,"(""Kirsten Gillibrand"")"
2/17/2019,Kirsten Gillibrand,233,1406,0.16571835,"(""Kirsten Gillibrand"")"
2/24/2019,Kirsten Gillibrand,176,1286,0.136858476,"(""Kirsten Gillibrand"")"
3/3/2019,Kirsten Gillibrand,166,1485,0.111784512,"(""Kirsten Gillibrand"")"
3/10/2019,Kirsten Gillibrand,184,1810,0.101657459,"(""Kirsten Gillibrand"")"
3/17/2019,Kirsten Gillibrand,276,1591,0.173475801,"(""Kirsten Gillibrand"")"
3/24/2019,Kirsten Gillibrand,186,1166,0.159519726,"(""Kirsten Gillibrand"")"
3/31/2019,Kirsten Gillibrand,169,1714,0.098599767,"(""Kirsten Gillibrand"")"
4/7/2019,Kirsten Gillibrand,212,1600,0.1325,"(""Kirsten Gillibrand"")"
4/14/2019,Kirsten Gillibrand,223,1936,0.11518595,"(""Kirsten Gillibrand"")"
4/21/2019,Kirsten Gillibrand,150,2320,0.064655172,"(""Kirsten Gillibrand"")"
4/28/2019,Kirsten Gillibrand,147,1834,0.080152672,"(""Kirsten Gillibrand"")"
5/5/2019,Kirsten Gillibrand,125,1577,0.079264426,"(""Kirsten Gillibrand"")"
5/12/2019,Kirsten Gillibrand,233,1952,0.119364754,"(""Kirsten Gillibrand"")"
5/19/2019,Kirsten Gillibrand,204,1580,0.129113924,"(""Kirsten Gillibrand"")"
5/26/2019,Kirsten Gillibrand,151,1474,0.102442334,"(""Kirsten Gillibrand"")"
6/2/2019,Kirsten Gillibrand,233,1652,0.141041162,"(""Kirsten Gillibrand"")"
6/9/2019,Kirsten Gillibrand,277,2049,0.135187897,"(""Kirsten Gillibrand"")"
6/16/2019,Kirsten Gillibrand,130,1882,0.069075452,"(""Kirsten Gillibrand"")"
6/23/2019,Kirsten Gillibrand,438,3561,0.122999158,"(""Kirsten Gillibrand"")"
6/30/2019,Kirsten Gillibrand,118,1672,0.070574163,"(""Kirsten Gillibrand"")"
7/7/2019,Kirsten Gillibrand,142,1880,0.075531915,"(""Kirsten Gillibrand"")"
7/14/2019,Kirsten Gillibrand,238,1802,0.132075472,"(""Kirsten Gillibrand"")"
7/21/2019,Kirsten Gillibrand,166,1414,0.117397454,"(""Kirsten Gillibrand"")"
7/28/2019,Kirsten Gillibrand,408,3210,0.127102804,"(""Kirsten Gillibrand"")"
8/4/2019,Kirsten Gillibrand,130,1937,0.067114094,"(""Kirsten Gillibrand"")"
8/11/2019,Kirsten Gillibrand,154,1513,0.101784534,"(""Kirsten Gillibrand"")"
8/18/2019,Kirsten Gillibrand,118,1451,0.081323225,"(""Kirsten Gillibrand"")"
8/25/2019,Kirsten Gillibrand,105,950,0.110526316,"(""Kirsten Gillibrand"")"
12/30/2018,Marianne Williamson,1,806,0.001240695,"(""Marianne Williamson"")"
1/6/2019,Marianne Williamson,1,915,0.001092896,"(""Marianne Williamson"")"
1/13/2019,Marianne Williamson,2,1052,0.001901141,"(""Marianne Williamson"")"
1/20/2019,Marianne Williamson,3,1024,0.002929688,"(""Marianne Williamson"")"
1/27/2019,Marianne Williamson,18,1605,0.011214953,"(""Marianne Williamson"")"
2/3/2019,Marianne Williamson,7,1428,0.004901961,"(""Marianne Williamson"")"
2/10/2019,Marianne Williamson,21,1612,0.013027295,"(""Marianne Williamson"")"
2/17/2019,Marianne Williamson,14,1406,0.009957326,"(""Marianne Williamson"")"
2/24/2019,Marianne Williamson,11,1286,0.008553655,"(""Marianne Williamson"")"
3/3/2019,Marianne Williamson,14,1485,0.009427609,"(""Marianne Williamson"")"
3/10/2019,Marianne Williamson,14,1810,0.007734807,"(""Marianne Williamson"")"
3/17/2019,Marianne Williamson,21,1591,0.013199246,"(""Marianne Williamson"")"
3/24/2019,Marianne Williamson,9,1166,0.007718696,"(""Marianne Williamson"")"
3/31/2019,Marianne Williamson,15,1714,0.008751459,"(""Marianne Williamson"")"
4/7/2019,Marianne Williamson,26,1600,0.01625,"(""Marianne Williamson"")"
4/14/2019,Marianne Williamson,37,1936,0.01911157,"(""Marianne Williamson"")"
4/21/2019,Marianne Williamson,24,2320,0.010344828,"(""Marianne Williamson"")"
4/28/2019,Marianne Williamson,23,1834,0.012540894,"(""Marianne Williamson"")"
5/5/2019,Marianne Williamson,26,1577,0.016487001,"(""Marianne Williamson"")"
5/12/2019,Marianne Williamson,42,1952,0.021516393,"(""Marianne Williamson"")"
5/19/2019,Marianne Williamson,42,1580,0.026582278,"(""Marianne Williamson"")"
5/26/2019,Marianne Williamson,29,1474,0.019674355,"(""Marianne Williamson"")"
6/2/2019,Marianne Williamson,31,1652,0.018765133,"(""Marianne Williamson"")"
6/9/2019,Marianne Williamson,102,2049,0.049780381,"(""Marianne Williamson"")"
6/16/2019,Marianne Williamson,75,1882,0.039851222,"(""Marianne Williamson"")"
6/23/2019,Marianne Williamson,430,3561,0.120752598,"(""Marianne Williamson"")"
6/30/2019,Marianne Williamson,97,1672,0.058014354,"(""Marianne Williamson"")"
7/7/2019,Marianne Williamson,71,1880,0.037765957,"(""Marianne Williamson"")"
7/14/2019,Marianne Williamson,112,1802,0.062153163,"(""Marianne Williamson"")"
7/21/2019,Marianne Williamson,50,1414,0.035360679,"(""Marianne Williamson"")"
7/28/2019,Marianne Williamson,513,3210,0.159813084,"(""Marianne Williamson"")"
8/4/2019,Marianne Williamson,96,1937,0.049561177,"(""Marianne Williamson"")"
8/11/2019,Marianne Williamson,61,1513,0.04031725,"(""Marianne Williamson"")"
8/18/2019,Marianne Williamson,76,1451,0.052377671,"(""Marianne Williamson"")"
8/25/2019,Marianne Williamson,59,950,0.062105263,"(""Marianne Williamson"")"
9/1/2019,Marianne Williamson,64,1309,0.048892284,"(""Marianne Williamson"")"
9/8/2019,Marianne Williamson,100,1957,0.05109862,"(""Marianne Williamson"")"
9/15/2019,Marianne Williamson,69,2071,0.033317238,"(""Marianne Williamson"")"
9/22/2019,Marianne Williamson,23,3682,0.006246605,"(""Marianne Williamson"")"
9/29/2019,Marianne Williamson,44,3355,0.013114754,"(""Marianne Williamson"")"
10/6/2019,Marianne Williamson,17,2459,0.006913379,"(""Marianne Williamson"")"
10/13/2019,Marianne Williamson,55,2788,0.019727403,"(""Marianne Williamson"")"
10/20/2019,Marianne Williamson,31,1994,0.01554664,"(""Marianne Williamson"")"
12/30/2018,Michael Bennet,2,806,0.00248139,"(""Michael Bennet"")"
1/6/2019,Michael Bennet,7,915,0.007650273,"(""Michael Bennet"")"
1/13/2019,Michael Bennet,5,1052,0.004752852,"(""Michael Bennet"")"
1/20/2019,Michael Bennet,41,1024,0.040039063,"(""Michael Bennet"")"
1/27/2019,Michael Bennet,20,1605,0.012461059,"(""Michael Bennet"")"
2/3/2019,Michael Bennet,16,1428,0.011204482,"(""Michael Bennet"")"
2/10/2019,Michael Bennet,29,1612,0.017990074,"(""Michael Bennet"")"
2/17/2019,Michael Bennet,16,1406,0.011379801,"(""Michael Bennet"")"
2/24/2019,Michael Bennet,26,1286,0.020217729,"(""Michael Bennet"")"
3/3/2019,Michael Bennet,26,1485,0.017508418,"(""Michael Bennet"")"
3/10/2019,Michael Bennet,22,1810,0.012154696,"(""Michael Bennet"")"
3/17/2019,Michael Bennet,22,1591,0.013827781,"(""Michael Bennet"")"
3/24/2019,Michael Bennet,21,1166,0.018010292,"(""Michael Bennet"")"
3/31/2019,Michael Bennet,45,1714,0.026254376,"(""Michael Bennet"")"
4/7/2019,Michael Bennet,33,1600,0.020625,"(""Michael Bennet"")"
4/14/2019,Michael Bennet,15,1936,0.007747934,"(""Michael Bennet"")"
4/21/2019,Michael Bennet,11,2320,0.004741379,"(""Michael Bennet"")"
4/28/2019,Michael Bennet,80,1834,0.043620502,"(""Michael Bennet"")"
5/5/2019,Michael Bennet,75,1577,0.047558656,"(""Michael Bennet"")"
5/12/2019,Michael Bennet,73,1952,0.037397541,"(""Michael Bennet"")"
5/19/2019,Michael Bennet,59,1580,0.037341772,"(""Michael Bennet"")"
5/26/2019,Michael Bennet,74,1474,0.050203528,"(""Michael Bennet"")"
6/2/2019,Michael Bennet,50,1652,0.030266344,"(""Michael Bennet"")"
6/9/2019,Michael Bennet,111,2049,0.054172767,"(""Michael Bennet"")"
6/16/2019,Michael Bennet,64,1882,0.034006376,"(""Michael Bennet"")"
6/23/2019,Michael Bennet,296,3561,0.083122718,"(""Michael Bennet"")"
6/30/2019,Michael Bennet,71,1672,0.042464115,"(""Michael Bennet"")"
7/7/2019,Michael Bennet,61,1880,0.032446809,"(""Michael Bennet"")"
7/14/2019,Michael Bennet,101,1802,0.056048835,"(""Michael Bennet"")"
7/21/2019,Michael Bennet,43,1414,0.030410184,"(""Michael Bennet"")"
7/28/2019,Michael Bennet,237,3210,0.073831776,"(""Michael Bennet"")"
8/4/2019,Michael Bennet,58,1937,0.029943211,"(""Michael Bennet"")"
8/11/2019,Michael Bennet,64,1513,0.042300066,"(""Michael Bennet"")"
8/18/2019,Michael Bennet,55,1451,0.037904893,"(""Michael Bennet"")"
8/25/2019,Michael Bennet,54,950,0.056842105,"(""Michael Bennet"")"
9/1/2019,Michael Bennet,29,1309,0.022154316,"(""Michael Bennet"")"
9/8/2019,Michael Bennet,70,1957,0.035769034,"(""Michael Bennet"")"
9/15/2019,Michael Bennet,63,2071,0.030420087,"(""Michael Bennet"")"
9/22/2019,Michael Bennet,36,3682,0.009777295,"(""Michael Bennet"")"
9/29/2019,Michael Bennet,36,3355,0.010730253,"(""Michael Bennet"")"
10/6/2019,Michael Bennet,24,2459,0.009760065,"(""Michael Bennet"")"
10/13/2019,Michael Bennet,42,2788,0.015064562,"(""Michael Bennet"")"
10/20/2019,Michael Bennet,42,1994,0.02106319,"(""Michael Bennet"")"
12/30/2018,Mike Gravel,0,806,0,"(""Mike Gravel"")"
1/6/2019,Mike Gravel,0,915,0,"(""Mike Gravel"")"
1/13/2019,Mike Gravel,0,1052,0,"(""Mike Gravel"")"
1/20/2019,Mike Gravel,0,1024,0,"(""Mike Gravel"")"
1/27/2019,Mike Gravel,1,1605,0.000623053,"(""Mike Gravel"")"
2/3/2019,Mike Gravel,0,1428,0,"(""Mike Gravel"")"
2/10/2019,Mike Gravel,1,1612,0.000620347,"(""Mike Gravel"")"
2/17/2019,Mike Gravel,0,1406,0,"(""Mike Gravel"")"
2/24/2019,Mike Gravel,1,1286,0.000777605,"(""Mike Gravel"")"
3/3/2019,Mike Gravel,1,1485,0.000673401,"(""Mike Gravel"")"
3/10/2019,Mike Gravel,2,1810,0.001104972,"(""Mike Gravel"")"
3/17/2019,Mike Gravel,10,1591,0.006285355,"(""Mike Gravel"")"
3/24/2019,Mike Gravel,3,1166,0.002572899,"(""Mike Gravel"")"
3/31/2019,Mike Gravel,3,1714,0.001750292,"(""Mike Gravel"")"
4/7/2019,Mike Gravel,16,1600,0.01,"(""Mike Gravel"")"
4/14/2019,Mike Gravel,12,1936,0.006198347,"(""Mike Gravel"")"
4/21/2019,Mike Gravel,7,2320,0.003017241,"(""Mike Gravel"")"
4/28/2019,Mike Gravel,7,1834,0.003816794,"(""Mike Gravel"")"
5/5/2019,Mike Gravel,4,1577,0.002536462,"(""Mike Gravel"")"
5/12/2019,Mike Gravel,20,1952,0.010245902,"(""Mike Gravel"")"
5/19/2019,Mike Gravel,15,1580,0.009493671,"(""Mike Gravel"")"
5/26/2019,Mike Gravel,10,1474,0.006784261,"(""Mike Gravel"")"
6/2/2019,Mike Gravel,17,1652,0.010290557,"(""Mike Gravel"")"
6/9/2019,Mike Gravel,45,2049,0.021961933,"(""Mike Gravel"")"
6/16/2019,Mike Gravel,21,1882,0.011158342,"(""Mike Gravel"")"
6/23/2019,Mike Gravel,35,3561,0.0098287,"(""Mike Gravel"")"
6/30/2019,Mike Gravel,14,1672,0.008373206,"(""Mike Gravel"")"
7/7/2019,Mike Gravel,26,1880,0.013829787,"(""Mike Gravel"")"
7/14/2019,Mike Gravel,28,1802,0.015538291,"(""Mike Gravel"")"
7/21/2019,Mike Gravel,4,1414,0.002828854,"(""Mike Gravel"")"
7/28/2019,Mike Gravel,23,3210,0.007165109,"(""Mike Gravel"")"
8/4/2019,Mike Gravel,22,1937,0.01135777,"(""Mike Gravel"")"
12/30/2018,Pete Buttigieg,8,806,0.009925558,"(""Pete Buttigieg"")"
1/6/2019,Pete Buttigieg,3,915,0.003278689,"(""Pete Buttigieg"")"
1/13/2019,Pete Buttigieg,19,1052,0.018060837,"(""Pete Buttigieg"")"
1/20/2019,Pete Buttigieg,89,1024,0.086914063,"(""Pete Buttigieg"")"
1/27/2019,Pete Buttigieg,69,1605,0.042990654,"(""Pete Buttigieg"")"
2/3/2019,Pete Buttigieg,53,1428,0.037114846,"(""Pete Buttigieg"")"
2/10/2019,Pete Buttigieg,59,1612,0.036600496,"(""Pete Buttigieg"")"
2/17/2019,Pete Buttigieg,52,1406,0.036984353,"(""Pete Buttigieg"")"
2/24/2019,Pete Buttigieg,37,1286,0.028771384,"(""Pete Buttigieg"")"
3/3/2019,Pete Buttigieg,58,1485,0.039057239,"(""Pete Buttigieg"")"
3/10/2019,Pete Buttigieg,146,1810,0.080662983,"(""Pete Buttigieg"")"
3/17/2019,Pete Buttigieg,203,1591,0.127592709,"(""Pete Buttigieg"")"
3/24/2019,Pete Buttigieg,176,1166,0.150943396,"(""Pete Buttigieg"")"
3/31/2019,Pete Buttigieg,308,1714,0.179696616,"(""Pete Buttigieg"")"
4/7/2019,Pete Buttigieg,443,1600,0.276875,"(""Pete Buttigieg"")"
4/14/2019,Pete Buttigieg,535,1936,0.276342975,"(""Pete Buttigieg"")"
4/21/2019,Pete Buttigieg,509,2320,0.219396552,"(""Pete Buttigieg"")"
4/28/2019,Pete Buttigieg,327,1834,0.1782988,"(""Pete Buttigieg"")"
5/5/2019,Pete Buttigieg,274,1577,0.173747622,"(""Pete Buttigieg"")"
5/12/2019,Pete Buttigieg,370,1952,0.18954918,"(""Pete Buttigieg"")"
5/19/2019,Pete Buttigieg,453,1580,0.286708861,"(""Pete Buttigieg"")"
5/26/2019,Pete Buttigieg,262,1474,0.177747626,"(""Pete Buttigieg"")"
6/2/2019,Pete Buttigieg,304,1652,0.18401937,"(""Pete Buttigieg"")"
6/9/2019,Pete Buttigieg,472,2049,0.230356271,"(""Pete Buttigieg"")"
6/16/2019,Pete Buttigieg,412,1882,0.218916047,"(""Pete Buttigieg"")"
6/23/2019,Pete Buttigieg,853,3561,0.239539455,"(""Pete Buttigieg"")"
6/30/2019,Pete Buttigieg,459,1672,0.274521531,"(""Pete Buttigieg"")"
7/7/2019,Pete Buttigieg,297,1880,0.157978723,"(""Pete Buttigieg"")"
7/14/2019,Pete Buttigieg,343,1802,0.190344062,"(""Pete Buttigieg"")"
7/21/2019,Pete Buttigieg,216,1414,0.152758133,"(""Pete Buttigieg"")"
7/28/2019,Pete Buttigieg,631,3210,0.196573209,"(""Pete Buttigieg"")"
8/4/2019,Pete Buttigieg,321,1937,0.165720186,"(""Pete Buttigieg"")"
8/11/2019,Pete Buttigieg,216,1513,0.142762723,"(""Pete Buttigieg"")"
8/18/2019,Pete Buttigieg,250,1451,0.172294969,"(""Pete Buttigieg"")"
8/25/2019,Pete Buttigieg,177,950,0.186315789,"(""Pete Buttigieg"")"
9/1/2019,Pete Buttigieg,298,1309,0.227654698,"(""Pete Buttigieg"")"
9/8/2019,Pete Buttigieg,487,1957,0.248850281,"(""Pete Buttigieg"")"
9/15/2019,Pete Buttigieg,380,2071,0.183486239,"(""Pete Buttigieg"")"
9/22/2019,Pete Buttigieg,216,3682,0.05866377,"(""Pete Buttigieg"")"
